user_seed,topCategory,topCategoryDomain,topCategoryChangeCount,topCategoryDomainDrift,recommendedMajorsStable,recommendedMajorsStableRank1,emptyCount,run1_topCategory,run2_topCategory,run3_topCategory,run4_topCategory,run5_topCategory,run6_topCategory,run7_topCategory,run8_topCategory,run9_topCategory,run10_topCategory,run1_recommended,run2_recommended,run3_recommended,run4_recommended,run5_recommended,run6_recommended,run7_recommended,run8_recommended,run9_recommended,run10_recommended,run1_possible,run2_possible,run3_possible,run4_possible,run5_possible,run6_possible,run7_possible,run8_possible,run9_possible,run10_possible,run1_cautious,run2_cautious,run3_cautious,run4_cautious,run5_cautious,run6_cautious,run7_cautious,run8_cautious,run9_cautious,run10_cautious,fsVariance_humanities,fsVariance_social_science,fsVariance_business,fsVariance_stem,fsVariance_life_health,fsVariance_art_creative,fsStddev_humanities,fsStddev_social_science,fsStddev_business,fsStddev_stem,fsStddev_life_health,fsStddev_art_creative,fsNorm_humanities,fsNorm_social_science,fsNorm_business,fsNorm_stem,fsNorm_life_health,fsNorm_art_creative
7943,工商管理类,business,0,0,TRUE,TRUE,0,"工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","business-administration|economics-class","business-administration|economics-class","business-administration|economics-class","business-administration|economics-class","business-administration|economics-class","business-administration|economics-class","business-administration|economics-class","business-administration|economics-class","business-administration|economics-class","business-administration|economics-class","accounting|financial-management|finance|auditing","accounting|financial-management|finance|auditing","accounting|financial-management|finance|auditing","accounting|financial-management|finance|auditing","accounting|financial-management|finance|auditing","accounting|financial-management|finance|auditing","accounting|financial-management|finance|auditing","accounting|financial-management|finance|auditing","accounting|financial-management|finance|auditing","accounting|financial-management|finance|auditing","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,67,100,58,17,42
7944,法学类,social_science,0,0,TRUE,TRUE,0,"法学类","法学类","法学类","法学类","法学类","法学类","法学类","法学类","法学类","法学类","law-class","law-class","law-class","law-class","law-class","law-class","law-class","law-class","law-class","law-class","education|chinese-literature|history-class","education|chinese-literature|history-class","education|chinese-literature|history-class","education|chinese-literature|history-class","education|chinese-literature|history-class","education|chinese-literature|history-class","education|chinese-literature|history-class","education|chinese-literature|history-class","education|chinese-literature|history-class","education|chinese-literature|history-class","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,100,91,45,64,0,64
7945,中国语言文学类,humanities,0,0,TRUE,TRUE,0,"中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","philosophy-class|history-class|fine-arts","philosophy-class|history-class|fine-arts","philosophy-class|history-class|fine-arts","philosophy-class|history-class|fine-arts","philosophy-class|history-class|fine-arts","philosophy-class|history-class|fine-arts","philosophy-class|history-class|fine-arts","philosophy-class|history-class|fine-arts","philosophy-class|history-class|fine-arts","philosophy-class|history-class|fine-arts","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,100,58,33,58,0,83
7946,美术学类,art_creative,0,0,TRUE,TRUE,0,"美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","fine-arts|music-dance","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","design|drama-film|chinese-literature","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,61,0,13,70,9,100
7947,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","law-class|public-administration|history-class|philosophy-class","law-class|public-administration|history-class|philosophy-class","law-class|public-administration|history-class|philosophy-class","law-class|public-administration|history-class|philosophy-class","law-class|public-administration|history-class|philosophy-class","law-class|public-administration|history-class|philosophy-class","law-class|public-administration|history-class|philosophy-class","law-class|public-administration|history-class|philosophy-class","law-class|public-administration|history-class|philosophy-class","law-class|public-administration|history-class|philosophy-class","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,50,100,44,13,13,0
7948,工商管理类,business,0,0,TRUE,TRUE,0,"工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","accounting|fine-arts|music-dance","accounting|fine-arts|music-dance","accounting|fine-arts|music-dance","accounting|fine-arts|music-dance","accounting|fine-arts|music-dance","accounting|fine-arts|music-dance","accounting|fine-arts|music-dance","accounting|fine-arts|music-dance","accounting|fine-arts|music-dance","accounting|fine-arts|music-dance","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,94,100,59,53,65
7949,设计学类,art_creative,0,0,TRUE,TRUE,0,"设计学类","设计学类","设计学类","设计学类","设计学类","设计学类","设计学类","设计学类","设计学类","设计学类","design","design","design","design","design","design","design","design","design","design","fine-arts|music-dance|chinese-literature","fine-arts|music-dance|chinese-literature","fine-arts|music-dance|chinese-literature","fine-arts|music-dance|chinese-literature","fine-arts|music-dance|chinese-literature","fine-arts|music-dance|chinese-literature","fine-arts|music-dance|chinese-literature","fine-arts|music-dance|chinese-literature","fine-arts|music-dance|chinese-literature","fine-arts|music-dance|chinese-literature","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,41,0,24,100,29,53
7950,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","law-class|mechanical|physical-education","law-class|mechanical|physical-education","law-class|mechanical|physical-education","law-class|mechanical|physical-education","law-class|mechanical|physical-education","law-class|mechanical|physical-education","law-class|mechanical|physical-education","law-class|mechanical|physical-education","law-class|mechanical|physical-education","law-class|mechanical|physical-education","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,11,78,33,100,0,11
7951,法学类,social_science,0,0,TRUE,TRUE,0,"法学类","法学类","法学类","法学类","法学类","法学类","法学类","法学类","法学类","法学类","law-class","law-class","law-class","law-class","law-class","law-class","law-class","law-class","law-class","law-class","accounting|education|financial-management","accounting|education|financial-management","accounting|education|financial-management","accounting|education|financial-management","accounting|education|financial-management","accounting|education|financial-management","accounting|education|financial-management","accounting|education|financial-management","accounting|education|financial-management","accounting|education|financial-management","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,100,71,86,86,0
7952,经济学类,business,0,0,TRUE,TRUE,0,"经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","accounting|business-administration|financial-management","accounting|business-administration|financial-management","accounting|business-administration|financial-management","accounting|business-administration|financial-management","accounting|business-administration|financial-management","accounting|business-administration|financial-management","accounting|business-administration|financial-management","accounting|business-administration|financial-management","accounting|business-administration|financial-management","accounting|business-administration|financial-management","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,71,57,100,43,0,14
7953,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","law-class|philosophy-class|history-class","law-class|philosophy-class|history-class","law-class|philosophy-class|history-class","law-class|philosophy-class|history-class","law-class|philosophy-class|history-class","law-class|philosophy-class|history-class","law-class|philosophy-class|history-class","law-class|philosophy-class|history-class","law-class|philosophy-class|history-class","law-class|philosophy-class|history-class","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,88,81,75,100,50,0
7954,戏剧与影视学类,art_creative,0,0,TRUE,TRUE,0,"戏剧与影视学类","戏剧与影视学类","戏剧与影视学类","戏剧与影视学类","戏剧与影视学类","戏剧与影视学类","戏剧与影视学类","戏剧与影视学类","戏剧与影视学类","戏剧与影视学类","drama-film","drama-film","drama-film","drama-film","drama-film","drama-film","drama-film","drama-film","drama-film","drama-film","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,54,31,0,100,54,77
7955,中国语言文学类,humanities,0,0,TRUE,TRUE,0,"中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","philosophy-class|history-class|fine-arts|music-dance","philosophy-class|history-class|fine-arts|music-dance","philosophy-class|history-class|fine-arts|music-dance","philosophy-class|history-class|fine-arts|music-dance","philosophy-class|history-class|fine-arts|music-dance","philosophy-class|history-class|fine-arts|music-dance","philosophy-class|history-class|fine-arts|music-dance","philosophy-class|history-class|fine-arts|music-dance","philosophy-class|history-class|fine-arts|music-dance","philosophy-class|history-class|fine-arts|music-dance","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,100,0,29,50,36,93
7956,设计学类,art_creative,0,0,TRUE,TRUE,0,"设计学类","设计学类","设计学类","设计学类","设计学类","设计学类","设计学类","设计学类","设计学类","设计学类","design","design","design","design","design","design","design","design","design","design","fine-arts|music-dance|mechanical","fine-arts|music-dance|mechanical","fine-arts|music-dance|mechanical","fine-arts|music-dance|mechanical","fine-arts|music-dance|mechanical","fine-arts|music-dance|mechanical","fine-arts|music-dance|mechanical","fine-arts|music-dance|mechanical","fine-arts|music-dance|mechanical","fine-arts|music-dance|mechanical","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,25,0,13,81,25,100
7957,美术学类,art_creative,0,0,TRUE,TRUE,0,"美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","music-dance|drama-film|business-administration","music-dance|drama-film|business-administration","music-dance|drama-film|business-administration","music-dance|drama-film|business-administration","music-dance|drama-film|business-administration","music-dance|drama-film|business-administration","music-dance|drama-film|business-administration","music-dance|drama-film|business-administration","music-dance|drama-film|business-administration","music-dance|drama-film|business-administration","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,29,50,50,0,64,100
7958,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","drama-film|fine-arts|music-dance|law-class","drama-film|fine-arts|music-dance|law-class","drama-film|fine-arts|music-dance|law-class","drama-film|fine-arts|music-dance|law-class","drama-film|fine-arts|music-dance|law-class","drama-film|fine-arts|music-dance|law-class","drama-film|fine-arts|music-dance|law-class","drama-film|fine-arts|music-dance|law-class","drama-film|fine-arts|music-dance|law-class","drama-film|fine-arts|music-dance|law-class","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,63,100,58,0,63,100
7959,会计学,business,0,0,TRUE,TRUE,0,"会计学","会计学","会计学","会计学","会计学","会计学","会计学","会计学","会计学","会计学","accounting|economics-class","accounting|economics-class","accounting|economics-class","accounting|economics-class","accounting|economics-class","accounting|economics-class","accounting|economics-class","accounting|economics-class","accounting|economics-class","accounting|economics-class","financial-management|finance|business-administration|auditing","financial-management|finance|business-administration|auditing","financial-management|finance|business-administration|auditing","financial-management|finance|business-administration|auditing","financial-management|finance|business-administration|auditing","financial-management|finance|business-administration|auditing","financial-management|finance|business-administration|auditing","financial-management|finance|business-administration|auditing","financial-management|finance|business-administration|auditing","financial-management|finance|business-administration|auditing","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,33,58,100,50,0,33
7960,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","philosophy-class|law-class|foreign-languages","philosophy-class|law-class|foreign-languages","philosophy-class|law-class|foreign-languages","philosophy-class|law-class|foreign-languages","philosophy-class|law-class|foreign-languages","philosophy-class|law-class|foreign-languages","philosophy-class|law-class|foreign-languages","philosophy-class|law-class|foreign-languages","philosophy-class|law-class|foreign-languages","philosophy-class|law-class|foreign-languages","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,87,100,53,67,0,13
7961,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","law-class|public-administration","law-class|public-administration","law-class|public-administration","law-class|public-administration","law-class|public-administration","law-class|public-administration","law-class|public-administration","law-class|public-administration","law-class|public-administration","law-class|public-administration","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,100,61,94,28,28
7962,哲学类,humanities,0,0,TRUE,TRUE,0,"哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","chinese-literature|history-class|foreign-languages|electrical","chinese-literature|history-class|foreign-languages|electrical","chinese-literature|history-class|foreign-languages|electrical","chinese-literature|history-class|foreign-languages|electrical","chinese-literature|history-class|foreign-languages|electrical","chinese-literature|history-class|foreign-languages|electrical","chinese-literature|history-class|foreign-languages|electrical","chinese-literature|history-class|foreign-languages|electrical","chinese-literature|history-class|foreign-languages|electrical","chinese-literature|history-class|foreign-languages|electrical","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,92,20,48,100,0,16
7963,工商管理类,business,0,0,TRUE,TRUE,0,"工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","工商管理类","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","business-administration","economics-class|education|accounting|financial-management","economics-class|education|accounting|financial-management","economics-class|education|accounting|financial-management","economics-class|education|accounting|financial-management","economics-class|education|accounting|financial-management","economics-class|education|accounting|financial-management","economics-class|education|accounting|financial-management","economics-class|education|accounting|financial-management","economics-class|education|accounting|financial-management","economics-class|education|accounting|financial-management","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,20,100,95,65,10,0
7964,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","business-administration|public-administration|law-class|economics-class","business-administration|public-administration|law-class|economics-class","business-administration|public-administration|law-class|economics-class","business-administration|public-administration|law-class|economics-class","business-administration|public-administration|law-class|economics-class","business-administration|public-administration|law-class|economics-class","business-administration|public-administration|law-class|economics-class","business-administration|public-administration|law-class|economics-class","business-administration|public-administration|law-class|economics-class","business-administration|public-administration|law-class|economics-class","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,7,100,70,33,37,0
7965,美术学类,art_creative,0,0,TRUE,TRUE,0,"美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","fine-arts|music-dance|education","fine-arts|music-dance|education","fine-arts|music-dance|education","fine-arts|music-dance|education","fine-arts|music-dance|education","fine-arts|music-dance|education","fine-arts|music-dance|education","fine-arts|music-dance|education","fine-arts|music-dance|education","fine-arts|music-dance|education","law-class|chinese-literature|drama-film|design","law-class|chinese-literature|drama-film|design","law-class|chinese-literature|drama-film|design","law-class|chinese-literature|drama-film|design","law-class|chinese-literature|drama-film|design","law-class|chinese-literature|drama-film|design","law-class|chinese-literature|drama-film|design","law-class|chinese-literature|drama-film|design","law-class|chinese-literature|drama-film|design","law-class|chinese-literature|drama-film|design","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,50,92,58,33,0,100
7966,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","law-class|chinese-literature|philosophy-class","law-class|chinese-literature|philosophy-class","law-class|chinese-literature|philosophy-class","law-class|chinese-literature|philosophy-class","law-class|chinese-literature|philosophy-class","law-class|chinese-literature|philosophy-class","law-class|chinese-literature|philosophy-class","law-class|chinese-literature|philosophy-class","law-class|chinese-literature|philosophy-class","law-class|chinese-literature|philosophy-class","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,57,67,0,29,100,33
7967,会计学,business,0,0,TRUE,TRUE,0,"会计学","会计学","会计学","会计学","会计学","会计学","会计学","会计学","会计学","会计学","accounting","accounting","accounting","accounting","accounting","accounting","accounting","accounting","accounting","accounting","financial-management|economics-class|finance","financial-management|economics-class|finance","financial-management|economics-class|finance","financial-management|economics-class|finance","financial-management|economics-class|finance","financial-management|economics-class|finance","financial-management|economics-class|finance","financial-management|economics-class|finance","financial-management|economics-class|finance","financial-management|economics-class|finance","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,13,80,100,93,20
7968,美术学类,art_creative,0,0,TRUE,TRUE,0,"美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","music-dance|economics-class|business-administration","music-dance|economics-class|business-administration","music-dance|economics-class|business-administration","music-dance|economics-class|business-administration","music-dance|economics-class|business-administration","music-dance|economics-class|business-administration","music-dance|economics-class|business-administration","music-dance|economics-class|business-administration","music-dance|economics-class|business-administration","music-dance|economics-class|business-administration","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,100,44,56
7969,设计学类,art_creative,0,0,TRUE,TRUE,0,"设计学类","设计学类","设计学类","设计学类","设计学类","设计学类","设计学类","设计学类","设计学类","设计学类","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","design|fine-arts|music-dance","mechanical|drama-film|civil-engineering|architecture","mechanical|drama-film|civil-engineering|architecture","mechanical|drama-film|civil-engineering|architecture","mechanical|drama-film|civil-engineering|architecture","mechanical|drama-film|civil-engineering|architecture","mechanical|drama-film|civil-engineering|architecture","mechanical|drama-film|civil-engineering|architecture","mechanical|drama-film|civil-engineering|architecture","mechanical|drama-film|civil-engineering|architecture","mechanical|drama-film|civil-engineering|architecture","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,24,40,32,100,0,68
7970,历史学类,humanities,0,0,TRUE,TRUE,0,"历史学类","历史学类","历史学类","历史学类","历史学类","历史学类","历史学类","历史学类","历史学类","历史学类","history-class","history-class","history-class","history-class","history-class","history-class","history-class","history-class","history-class","history-class","philosophy-class|chinese-literature|law-class|education","philosophy-class|chinese-literature|law-class|education","philosophy-class|chinese-literature|law-class|education","philosophy-class|chinese-literature|law-class|education","philosophy-class|chinese-literature|law-class|education","philosophy-class|chinese-literature|law-class|education","philosophy-class|chinese-literature|law-class|education","philosophy-class|chinese-literature|law-class|education","philosophy-class|chinese-literature|law-class|education","philosophy-class|chinese-literature|law-class|education","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,100,75,56,94,25,0
7971,美术学类,art_creative,0,0,TRUE,TRUE,0,"美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","美术学类","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","fine-arts","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","music-dance|drama-film|design","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,50,15,40,100,60
7972,会计学,business,0,0,TRUE,TRUE,0,"会计学","会计学","会计学","会计学","会计学","会计学","会计学","会计学","会计学","会计学","accounting","accounting","accounting","accounting","accounting","accounting","accounting","accounting","accounting","accounting","economics-class|financial-management|finance","economics-class|financial-management|finance","economics-class|financial-management|finance","economics-class|financial-management|finance","economics-class|financial-management|finance","economics-class|financial-management|finance","economics-class|financial-management|finance","economics-class|financial-management|finance","economics-class|financial-management|finance","economics-class|financial-management|finance","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,79,93,93,100,21,0
7973,中国语言文学类,humanities,0,0,TRUE,TRUE,0,"中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","philosophy-class|history-class|foreign-languages","philosophy-class|history-class|foreign-languages","philosophy-class|history-class|foreign-languages","philosophy-class|history-class|foreign-languages","philosophy-class|history-class|foreign-languages","philosophy-class|history-class|foreign-languages","philosophy-class|history-class|foreign-languages","philosophy-class|history-class|foreign-languages","philosophy-class|history-class|foreign-languages","philosophy-class|history-class|foreign-languages","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,87,27,0,100,60,47
7974,经济学类,business,0,0,TRUE,TRUE,0,"经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","经济学类","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","economics-class","business-administration|accounting|chinese-literature","business-administration|accounting|chinese-literature","business-administration|accounting|chinese-literature","business-administration|accounting|chinese-literature","business-administration|accounting|chinese-literature","business-administration|accounting|chinese-literature","business-administration|accounting|chinese-literature","business-administration|accounting|chinese-literature","business-administration|accounting|chinese-literature","business-administration|accounting|chinese-literature","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,41,45,55,100,0,18
7975,计算机类,stem,0,0,TRUE,TRUE,0,"计算机类","计算机类","计算机类","计算机类","计算机类","计算机类","计算机类","计算机类","计算机类","计算机类","computer-science","computer-science","computer-science","computer-science","computer-science","computer-science","computer-science","computer-science","computer-science","computer-science","electronic-information|mechanical|design","electronic-information|mechanical|design","electronic-information|mechanical|design","electronic-information|mechanical|design","electronic-information|mechanical|design","electronic-information|mechanical|design","electronic-information|mechanical|design","electronic-information|mechanical|design","electronic-information|mechanical|design","electronic-information|mechanical|design","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,100,16,16
7976,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","law-class|public-administration|business-administration|chinese-literature","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,65,100,75,40,0,45
7977,中国语言文学类,humanities,0,0,TRUE,TRUE,0,"中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","中国语言文学类","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","chinese-literature","philosophy-class|fine-arts|music-dance","philosophy-class|fine-arts|music-dance","philosophy-class|fine-arts|music-dance","philosophy-class|fine-arts|music-dance","philosophy-class|fine-arts|music-dance","philosophy-class|fine-arts|music-dance","philosophy-class|fine-arts|music-dance","philosophy-class|fine-arts|music-dance","philosophy-class|fine-arts|music-dance","philosophy-class|fine-arts|music-dance","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,100,83,50,58,0,75
7978,哲学类,humanities,0,0,TRUE,TRUE,0,"哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","哲学类","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","philosophy-class","chinese-literature|history-class|foreign-languages","chinese-literature|history-class|foreign-languages","chinese-literature|history-class|foreign-languages","chinese-literature|history-class|foreign-languages","chinese-literature|history-class|foreign-languages","chinese-literature|history-class|foreign-languages","chinese-literature|history-class|foreign-languages","chinese-literature|history-class|foreign-languages","chinese-literature|history-class|foreign-languages","chinese-literature|history-class|foreign-languages","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,95,57,48,100,0,14
7979,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","philosophy-class|law-class|business-administration|chinese-literature","philosophy-class|law-class|business-administration|chinese-literature","philosophy-class|law-class|business-administration|chinese-literature","philosophy-class|law-class|business-administration|chinese-literature","philosophy-class|law-class|business-administration|chinese-literature","philosophy-class|law-class|business-administration|chinese-literature","philosophy-class|law-class|business-administration|chinese-literature","philosophy-class|law-class|business-administration|chinese-literature","philosophy-class|law-class|business-administration|chinese-literature","philosophy-class|law-class|business-administration|chinese-literature","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,100,94,75,0,56,69
7980,计算机类,stem,0,0,TRUE,TRUE,0,"计算机类","计算机类","计算机类","计算机类","计算机类","计算机类","计算机类","计算机类","计算机类","计算机类","computer-science|electronic-information","computer-science|electronic-information","computer-science|electronic-information","computer-science|electronic-information","computer-science|electronic-information","computer-science|electronic-information","computer-science|electronic-information","computer-science|electronic-information","computer-science|electronic-information","computer-science|electronic-information","electrical|energy-power|automation|statistics","electrical|energy-power|automation|statistics","electrical|energy-power|automation|statistics","electrical|energy-power|automation|statistics","electrical|energy-power|automation|statistics","electrical|energy-power|automation|statistics","electrical|energy-power|automation|statistics","electrical|energy-power|automation|statistics","electrical|energy-power|automation|statistics","electrical|energy-power|automation|statistics","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,61,6,22,100,0,17
7981,教育学类,social_science,0,0,TRUE,TRUE,0,"教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","教育学类","education","education","education","education","education","education","education","education","education","education","law-class|public-administration|business-administration","law-class|public-administration|business-administration","law-class|public-administration|business-administration","law-class|public-administration|business-administration","law-class|public-administration|business-administration","law-class|public-administration|business-administration","law-class|public-administration|business-administration","law-class|public-administration|business-administration","law-class|public-administration|business-administration","law-class|public-administration|business-administration","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,100,79,93,50,64
